compound_0,compound_0_role,compound_0_amount,compound_0_amount_grams,compound_1,compound_1_role,compound_1_amount,compound_1_amount_grams,compound_2,compound_2_role,compound_2_amount,compound_2_amount_grams,compound_3,compound_3_role,compound_3_amount,compound_3_amount_grams,compound_4,compound_4_role,compound_4_amount,compound_4_amount_grams,id,notes,labGroup,dirty,calculating,recalculate,reaction_ptr,user,performedBy,performedDateTime,insertedDateTime,recommendation,legacyRecommendedFlag,valid,public,duplicateOf,legacyID,legacyRef,convertedLegacyRef,reference,labBookPage
Sodium metavanadate,Inorg,1.00796,0.12290,"1,4-Dimethylpiperazine",Org,1.03160,0.11780,Selenium dioxide,Inorg,8.14002,0.90321,Water,Solv,335.01527,6.03540,?,?,?,?,30742," pH adjusting reagent used: Squaric acid (squH2), 0.1139g",Norquist Oxide Lab,False,False,False,Reaction_30742,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3733,jk284.4,jk284.4,jk284.4,
Sodium metavanadate,Inorg,0.99976,0.12190,Ethylenediamine,Org,1.47255,0.08850,Selenium dioxide,Inorg,8.04539,0.89271,Water,Solv,336.74716,6.06660,?,?,?,?,30743," pH adjusting reagent used: Squaric acid (squH2), 0.1216g",Norquist Oxide Lab,False,False,False,Reaction_30743,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3734,jk284.5,jk284.5,jk284.5,
"N,N′-dimethylethylenediamine",Org,0.94267,0.08310,Sodium metavanadate,Inorg,1.00304,0.12230,Selenium dioxide,Inorg,7.95706,0.88291,Water,Solv,335.38718,6.04210,?,?,?,?,30744," pH adjusting reagent used: Squaric acid (squH2), 0.1176g",Norquist Oxide Lab,False,False,False,Reaction_30744,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3735,jk284.6,jk284.6,jk284.6,
Sodium metavanadate,Inorg,1.01042,0.12320,TMEDA,Org,1.05328,0.12240,Selenium dioxide,Inorg,8.07603,0.89611,Water,Solv,333.62198,6.01030,?,?,?,?,30745," pH adjusting reagent used: Squaric acid (squH2), 0.1165g",Norquist Oxide Lab,False,False,False,Reaction_30745,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3736,jk284.7,jk284.7,jk284.7,
Sodium metavanadate,Inorg,1.06537,0.12990,DABCO,Org,1.21862,0.13670,Selenium dioxide,Inorg,7.84801,0.87081,Water,Solv,336.79711,6.06750,?,?,?,?,30746," pH adjusting reagent used: Squaric acid (squH2), 0.1108g",Norquist Oxide Lab,False,False,False,Reaction_30746,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3737,jk284.8,jk284.8,jk284.8,
Sodium metavanadate,Inorg,1.01945,0.12430,Diethylenetriamine,Org,1.11565,0.11510,Selenium dioxide,Inorg,7.98320,0.88581,Water,Solv,336.62503,6.06440,?,?,?,?,30747," pH adjusting reagent used: Squaric acid (squH2), 0.1151g",Norquist Oxide Lab,False,False,False,Reaction_30747,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3738,jk284.9,jk284.9,jk284.9,
"n,n'-diethylethan-1,2-diamin",Org,0.75124,0.08730,Sodium metavanadate,Inorg,0.99648,0.12150,Selenium dioxide,Inorg,7.96878,0.88421,Water,Solv,337.53539,6.08080,?,?,?,?,30748," pH adjusting reagent used: Squaric acid (squH2), 0.1162g",Norquist Oxide Lab,False,False,False,Reaction_30748,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3739,jk284.10,jk284.10,jk284.10,
Sodium metavanadate,Inorg,1.01288,0.12350,Triethylenetetramine,Org,1.15633,0.16909,Selenium dioxide,Inorg,8.25988,0.91651,Water,Solv,335.95337,6.05230,?,?,?,?,30749," pH adjusting reagent used: Squaric acid (squH2), 0.1231g",Norquist Oxide Lab,False,False,False,Reaction_30749,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3740,jk284.11,jk284.11,jk284.11,
"2,6-Dimethylpiperazin",Org,1.00270,0.11450,Sodium metavanadate,Inorg,1.01945,0.12430,Selenium dioxide,Inorg,8.16976,0.90651,Water,Solv,342.52567,6.17070,?,?,?,?,30750," pH adjusting reagent used: Squaric acid (squH2), 0.1151g",Norquist Oxide Lab,False,False,False,Reaction_30750,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3741,jk284.12,jk284.12,jk284.12,
Sodium metavanadate,Inorg,0.98746,0.12040,"1,4-Bis(3-aminopropyl)piperazine",Org,1.05825,0.21199,Selenium dioxide,Inorg,8.24456,0.91481,Water,Solv,337.63530,6.08260,?,?,?,?,30751," pH adjusting reagent used: Squaric acid (squH2), 0.1133g",Norquist Oxide Lab,False,False,False,Reaction_30751,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3742,jk284.13,jk284.13,jk284.13,
Tris(2-aminoethyl)amine,Org,1.00179,0.14650,Sodium metavanadate,Inorg,1.03831,0.12660,Selenium dioxide,Inorg,8.28331,0.91911,Water,Solv,333.40550,6.00640,?,?,?,?,30752," pH adjusting reagent used: Squaric acid (squH2), 0.1116g",Norquist Oxide Lab,False,False,False,Reaction_30752,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3743,jk284.14,jk284.14,jk284.14,
Sodium metavanadate,Inorg,0.99402,0.12120,3-Pyridinamine hydrochloride (1:1),Org,1.18626,0.15490,Selenium dioxide,Inorg,8.13641,0.90281,Water,Solv,338.10713,6.09110,?,?,?,?,30753," pH adjusting reagent used: Squaric acid (squH2), 0.1154g",Norquist Oxide Lab,False,False,False,Reaction_30753,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3744,jk284.15,jk284.15,jk284.15,
Oxovanadium(2+) sulfate,Inorg,1.03924,0.16940,Piperazine,Org,1.15164,0.09920,Selenium dioxide,Inorg,8.00663,0.88841,Water,Solv,338.57341,6.09950,?,?,?,?,30754," pH adjusting reagent used: Squaric acid (squH2), 0.1119g",Norquist Oxide Lab,False,False,False,Reaction_30754,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3745,jk287.1,jk287.1,jk287.1,
Oxovanadium(2+) sulfate,Inorg,1.00550,0.16390,Piperazine,Org,1.07038,0.09220,Selenium dioxide,Inorg,9.72260,1.07881,Water,Solv,336.34194,6.05930,?,?,?,?,30755," pH adjusting reagent used: Squaric acid (squH2), 0.1188g",Norquist Oxide Lab,False,False,False,Reaction_30755,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3746,jk287.2,jk287.2,jk287.2,
Oxovanadium(2+) sulfate,Inorg,0.98464,0.16050,Piperazine,Org,1.05296,0.09070,Selenium dioxide,Inorg,16.26742,1.80501,Water,Solv,364.72384,6.57061,?,?,?,?,30756," pH adjusting reagent used: Squaric acid (squH2), 0.1158g",Norquist Oxide Lab,False,False,False,Reaction_30756,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3747,jk287.3,jk287.3,jk287.3,
Oxovanadium(2+) sulfate,Inorg,0.74906,0.12210,Piperazine,Org,1.03671,0.08930,Selenium dioxide,Inorg,8.09676,0.89841,Water,Solv,337.31890,6.07690,?,?,?,?,30757," pH adjusting reagent used: Squaric acid (squH2), 0.1188g",Norquist Oxide Lab,False,False,False,Reaction_30757,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3748,jk287.4,jk287.4,jk287.4,
Oxovanadium(2+) sulfate,Inorg,0.74906,0.12210,Piperazine,Org,1.31533,0.11330,Selenium dioxide,Inorg,9.76315,1.08331,Water,Solv,337.18013,6.07440,?,?,?,?,30758," pH adjusting reagent used: Squaric acid (squH2), 0.1173g",Norquist Oxide Lab,False,False,False,Reaction_30758,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3749,jk287.5,jk287.5,jk287.5,
Oxovanadium(2+) sulfate,Inorg,0.75090,0.12240,Piperazine,Org,1.04716,0.09020,Selenium dioxide,Inorg,12.13522,1.34651,Water,Solv,344.30752,6.20280,?,?,?,?,30759," pH adjusting reagent used: Squaric acid (squH2), 0.125g",Norquist Oxide Lab,False,False,False,Reaction_30759,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3750,jk287.6,jk287.6,jk287.6,
2-Methylpiperazine,Org,1.00534,0.10070,Oxovanadium(2+) sulfate,Inorg,1.05028,0.17120,Selenium dioxide,Inorg,8.55909,0.94971,Water,Solv,335.64807,6.04680,?,?,?,?,30760," pH adjusting reagent used: Squaric acid (squH2), 0.1134g",Norquist Oxide Lab,False,False,False,Reaction_30760,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3751,jk287.7,jk287.7,jk287.7,
Oxovanadium(2+) sulfate,Inorg,1.06439,0.17350,2-Methylpiperazine,Org,1.11716,0.11190,Selenium dioxide,Inorg,9.86950,1.09511,Water,Solv,335.57036,6.04540,?,?,?,?,30761," pH adjusting reagent used: Squaric acid (squH2), 0.1194g",Norquist Oxide Lab,False,False,False,Reaction_30761,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3752,jk287.8,jk287.8,jk287.8,
Oxovanadium(2+) sulfate,Inorg,1.05519,0.17200,2-Methylpiperazine,Org,1.08820,0.10900,Selenium dioxide,Inorg,12.68768,1.40781,Water,Solv,338.37358,6.09590,?,?,?,?,30762," pH adjusting reagent used: Squaric acid (squH2), 0.1192g",Norquist Oxide Lab,False,False,False,Reaction_30762,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3753,jk287.9,jk287.9,jk287.9,
Sodium metavanadate,Inorg,1.05881,0.12910,2-Methylpiperazine,Org,1.22099,0.12230,Selenium dioxide,Inorg,7.87595,0.87391,Water,Solv,334.82098,6.03190,?,?,?,?,30763," pH adjusting reagent used: Squaric acid (squH2), 0.1361g",Norquist Oxide Lab,False,False,False,Reaction_30763,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3754,jk287.10,jk287.10,jk287.10,
Sodium metavanadate,Inorg,0.98582,0.12020,2-Methylpiperazine,Org,1.11616,0.11180,Selenium dioxide,Inorg,10.09481,1.12011,Water,Solv,336.71385,6.06600,?,?,?,?,30764," pH adjusting reagent used: Squaric acid (squH2), 0.1224g",Norquist Oxide Lab,False,False,False,Reaction_30764,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3755,jk287.11,jk287.11,jk287.11,
Sodium metavanadate,Inorg,0.99320,0.12110,2-Methylpiperazine,Org,1.32382,0.13260,Selenium dioxide,Inorg,12.38667,1.37441,Water,Solv,338.83986,6.10430,?,?,?,?,30765," pH adjusting reagent used: Squaric acid (squH2), 0.1156g",Norquist Oxide Lab,False,False,False,Reaction_30765,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3756,jk287.12,jk287.12,jk287.12,
Ethylenediamine,Org,1.30449,0.07840,Sodium metavanadate,Inorg,1.39589,0.17020,Selenium dioxide,Inorg,8.47618,0.94051,Water,Solv,336.85817,6.06860,?,?,?,?,30766," pH adjusting reagent used: Squaric acid (squH2), 0.1103g",Norquist Oxide Lab,False,False,False,Reaction_30766,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3757,jk287.13,jk287.13,jk287.13,
Ethylenediamine,Org,1.13810,0.06840,Sodium metavanadate,Inorg,1.46971,0.17920,Selenium dioxide,Inorg,10.32643,1.14581,Water,Solv,344.47405,6.20580,?,?,?,?,30767," pH adjusting reagent used: Squaric acid (squH2), 0.1177g",Norquist Oxide Lab,False,False,False,Reaction_30767,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3758,jk287.14,jk287.14,jk287.14,
Sodium metavanadate,Inorg,1.43362,0.17480,Ethylenediamine,Org,1.85358,0.11140,Selenium dioxide,Inorg,12.13162,1.34611,Water,Solv,344.31862,6.20300,?,?,?,?,30768," pH adjusting reagent used: Squaric acid (squH2), 0.1098g",Norquist Oxide Lab,False,False,False,Reaction_30768,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3759,jk287.15,jk287.15,jk287.15,
Oxovanadium(2+) sulfate,Inorg,0.50121,0.08170,Piperazine,Org,0.95660,0.08240,Selenium dioxide,Inorg,8.03547,0.89161,Water,Solv,348.07660,6.27070,?,?,?,?,30769," pH adjusting reagent used: Squaric acid (squH2), 0.1344g",Norquist Oxide Lab,False,False,False,Reaction_30769,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3760,jk290.1,jk290.1,jk290.1,
Oxovanadium(2+) sulfate,Inorg,0.99998,0.16300,Piperazine,Org,1.12262,0.09670,Selenium dioxide,Inorg,8.10126,0.89891,Water,Solv,336.73050,6.06630,?,?,?,?,30770," pH adjusting reagent used: Squaric acid (squH2), 0.1141g",Norquist Oxide Lab,False,False,False,Reaction_30770,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3761,jk290.2,jk290.2,jk290.2,
Piperazine,Org,1.12726,0.09710,Oxovanadium(2+) sulfate,Inorg,1.47236,0.24000,Selenium dioxide,Inorg,8.10216,0.89901,Water,Solv,335.44824,6.04320,?,?,?,?,30771," pH adjusting reagent used: Squaric acid (squH2), 0.1323g",Norquist Oxide Lab,False,False,False,Reaction_30771,cfalk,,,2016-05-02 20:54:46,,False,True,True,,3762,jk290.3,jk290.3,jk290.3,
Piperazine,Org,0.98331,0.08470,Oxovanadium(2+) sulfate,Inorg,1.91958,0.31290,Selenium dioxide,Inorg,7.89398,0.87591,Water,Solv,341.33777,6.14930,?,?,?,?,30772," pH adjusting reagent used: Squaric acid (squH2), 0.1119g",Norquist Oxide Lab,False,False,False,Reaction_30772,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3763,jk290.4,jk290.4,jk290.4,
Sodium metavanadate,Inorg,0.62331,0.07600,Piperazine,Org,1.17254,0.10100,Selenium dioxide,Inorg,11.84322,1.31411,Water,Solv,344.39634,6.20440,?,?,?,?,30773," pH adjusting reagent used: Squaric acid (squH2), 0.1114g",Norquist Oxide Lab,False,False,False,Reaction_30773,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3764,jk290.5,jk290.5,jk290.5,
Sodium metavanadate,Inorg,1.03011,0.12560,Piperazine,Org,1.07038,0.09220,Selenium dioxide,Inorg,12.11720,1.34451,Water,Solv,374.02165,6.73811,?,?,?,?,30774," pH adjusting reagent used: Squaric acid (squH2), 0.1144g",Norquist Oxide Lab,False,False,False,Reaction_30774,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3765,jk290.6,jk290.6,jk290.6,
Piperazine,Org,1.19459,0.10290,Sodium metavanadate,Inorg,1.29912,0.15840,Selenium dioxide,Inorg,12.33890,1.36911,Water,Solv,333.14460,6.00170,?,?,?,?,30775," pH adjusting reagent used: Squaric acid (squH2), 0.1125g",Norquist Oxide Lab,False,False,False,Reaction_30775,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3766,jk290.7,jk290.7,jk290.7,
Piperazine,Org,1.15745,0.09970,Sodium metavanadate,Inorg,1.51154,0.18430,Selenium dioxide,Inorg,13.03556,1.44641,Water,Solv,355.63142,6.40681,?,?,?,?,30776," pH adjusting reagent used: Squaric acid (squH2), 0.1248g",Norquist Oxide Lab,False,False,False,Reaction_30776,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3767,jk290.8,jk290.8,jk290.8,
Oxovanadium(2+) sulfate,Inorg,0.99016,0.16140,Piperazine,Org,1.01001,0.08700,Selenium dioxide,Inorg,8.00573,0.88831,Water,Solv,336.04219,6.05390,?,?,?,?,30777," pH adjusting reagent used: Squaric acid (squH2), 0.0266g",Norquist Oxide Lab,False,False,False,Reaction_30777,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3768,jk290.9,jk290.9,jk290.9,
Oxovanadium(2+) sulfate,Inorg,1.00243,0.16340,Piperazine,Org,1.13655,0.09790,Selenium dioxide,Inorg,7.92192,0.87901,Water,Solv,341.53761,6.15290,?,?,?,?,30778," pH adjusting reagent used: Squaric acid (squH2), 0.0524g",Norquist Oxide Lab,False,False,False,Reaction_30778,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3769,jk290.10,jk290.10,jk290.10,
Oxovanadium(2+) sulfate,Inorg,1.05764,0.17240,Piperazine,Org,1.16673,0.10050,Selenium dioxide,Inorg,8.19770,0.90961,Water,Solv,339.00083,6.10720,?,?,?,?,30779," pH adjusting reagent used: Squaric acid (squH2), 0.1149g",Norquist Oxide Lab,False,False,False,Reaction_30779,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3770,jk290.11,jk290.11,jk290.11,
Oxovanadium(2+) sulfate,Inorg,1.07543,0.17530,Piperazine,Org,1.12610,0.09700,Selenium dioxide,Inorg,7.87956,0.87431,Water,Solv,336.89703,6.06930,?,?,?,?,30780," pH adjusting reagent used: Squaric acid (squH2), 0.1721g",Norquist Oxide Lab,False,False,False,Reaction_30780,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3771,jk290.12,jk290.12,jk290.12,
Sodium metavanadate,Inorg,0.50685,0.06180,2-Methylpiperazine,Org,1.04028,0.10420,Selenium dioxide,Inorg,10.55174,1.17081,Water,Solv,334.95976,6.03440,?,?,?,?,30781," pH adjusting reagent used: Squaric acid (squH2), 0.1097g",Norquist Oxide Lab,False,False,False,Reaction_30781,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3772,jk290.13,jk290.13,jk290.13,
Sodium metavanadate,Inorg,1.06291,0.12960,2-Methylpiperazine,Org,1.14212,0.11440,Selenium dioxide,Inorg,10.08850,1.11941,Water,Solv,340.72717,6.13830,?,?,?,?,30782," pH adjusting reagent used: Squaric acid (squH2), 0.1168g",Norquist Oxide Lab,False,False,False,Reaction_30782,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3773,jk290.14,jk290.14,jk290.14,
2-Methylpiperazine,Org,1.05226,0.10540,Sodium metavanadate,Inorg,1.33438,0.16270,Selenium dioxide,Inorg,10.05606,1.11581,Water,Solv,337.49653,6.08010,?,?,?,?,30783," pH adjusting reagent used: Squaric acid (squH2), 0.119g",Norquist Oxide Lab,False,False,False,Reaction_30783,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3774,jk290.15,jk290.15,jk290.15,
2-Methylpiperazine,Org,1.27989,0.12820,Sodium metavanadate,Inorg,1.52302,0.18570,Selenium dioxide,Inorg,10.05786,1.11601,Water,Solv,347.02193,6.25170,?,?,?,?,30784," pH adjusting reagent used: Squaric acid (squH2), 0.1354g",Norquist Oxide Lab,False,False,False,Reaction_30784,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3775,jk290.16,jk290.16,jk290.16,
Piperazine,Org,1.03439,0.08910,Oxovanadium(2+) sulfate,Inorg,1.05335,0.17170,Selenium dioxide,Inorg,7.97509,0.88491,Water,Solv,338.61782,6.10030,?,?,?,?,30785," pH adjusting reagent used: Squaric acid (squH2), 0.1198g",Norquist Oxide Lab,False,False,False,Reaction_30785,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3776,jk292.1,jk292.1,jk292.1,
Oxovanadium(2+) sulfate,Inorg,1.09813,0.17900,Piperazine,Org,1.60324,0.13810,Selenium dioxide,Inorg,8.32838,0.92411,Water,Solv,336.27533,6.05810,?,?,?,?,30786," pH adjusting reagent used: Squaric acid (squH2), 0.1427g",Norquist Oxide Lab,False,False,False,Reaction_30786,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3777,jk292.2,jk292.2,jk292.2,
Oxovanadium(2+) sulfate,Inorg,1.03249,0.16830,Piperazine,Org,1.06109,0.09140,Selenium dioxide,Inorg,7.95346,0.88251,Water,Solv,336.11990,6.05530,?,?,?,?,30787," pH adjusting reagent used: Squaric acid (squH2), 0.1264g",Norquist Oxide Lab,False,False,False,Reaction_30787,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3778,jk292.3,jk292.3,jk292.3,
Piperazine,Org,1.05296,0.09070,Oxovanadium(2+) sulfate,Inorg,1.07114,0.17460,Selenium dioxide,Inorg,8.93852,0.99181,Water,Solv,337.36331,6.07770,?,?,?,?,30788," pH adjusting reagent used: Squaric acid (squH2), 0.1152g",Norquist Oxide Lab,False,False,False,Reaction_30788,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3779,jk292.4,jk292.4,jk292.4,
Piperazine,Org,0.97750,0.08420,Sodium metavanadate,Inorg,1.03831,0.12660,Selenium dioxide,Inorg,9.99387,1.10891,Water,Solv,348.03220,6.26990,?,?,?,?,30789," pH adjusting reagent used: Squaric acid (squH2), 0.1131g",Norquist Oxide Lab,False,False,False,Reaction_30789,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3780,jk292.5,jk292.5,jk292.5,
Sodium metavanadate,Inorg,1.04323,0.12720,Piperazine,Org,1.24916,0.10760,Selenium dioxide,Inorg,10.07498,1.11791,Water,Solv,333.43880,6.00700,?,?,?,?,30790," pH adjusting reagent used: Squaric acid (squH2), 0.1134g",Norquist Oxide Lab,False,False,False,Reaction_30790,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3781,jk292.6,jk292.6,jk292.6,
Sodium metavanadate,Inorg,0.99730,0.12160,Piperazine,Org,1.00072,0.08620,Selenium dioxide,Inorg,9.97855,1.10721,Water,Solv,333.24452,6.00350,?,?,?,?,30791," pH adjusting reagent used: Squaric acid (squH2), 0.115g",Norquist Oxide Lab,False,False,False,Reaction_30791,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3782,jk292.7,jk292.7,jk292.7,
Sodium metavanadate,Inorg,1.00304,0.12230,Piperazine,Org,1.11217,0.09580,Selenium dioxide,Inorg,10.18043,1.12961,Water,Solv,334.44907,6.02520,?,?,?,?,30792," pH adjusting reagent used: Squaric acid (squH2), 0.1257g",Norquist Oxide Lab,False,False,False,Reaction_30792,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3783,jk292.8,jk292.8,jk292.8,
Sodium metavanadate,Inorg,1.03913,0.12670,2-Methylpiperazine,Org,1.05726,0.10590,Selenium dioxide,Inorg,10.15700,1.12701,Water,Solv,348.65945,6.28120,?,?,?,?,30793," pH adjusting reagent used: Squaric acid (squH2), 0.1196g",Norquist Oxide Lab,False,False,False,Reaction_30793,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3784,jk292.9,jk292.9,jk292.9,
Sodium metavanadate,Inorg,0.99402,0.12120,2-Methylpiperazine,Org,1.49054,0.14930,Selenium dioxide,Inorg,10.14979,1.12621,Water,Solv,338.70108,6.10180,?,?,?,?,30794," pH adjusting reagent used: Squaric acid (squH2), 0.1196g",Norquist Oxide Lab,False,False,False,Reaction_30794,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3785,jk292.10,jk292.10,jk292.10,
2-Methylpiperazine,Org,1.00634,0.10080,Sodium metavanadate,Inorg,1.07686,0.13130,Selenium dioxide,Inorg,10.42106,1.15631,Water,Solv,337.08576,6.07270,?,?,?,?,30795," pH adjusting reagent used: Squaric acid (squH2), 0.1194g",Norquist Oxide Lab,False,False,False,Reaction_30795,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3786,jk292.11,jk292.11,jk292.11,
Sodium metavanadate,Inorg,1.07194,0.13070,2-Methylpiperazine,Org,1.17306,0.11750,Selenium dioxide,Inorg,11.71074,1.29941,Water,Solv,336.89148,6.06920,?,?,?,?,30796," pH adjusting reagent used: Squaric acid (squH2), 0.1175g",Norquist Oxide Lab,False,False,False,Reaction_30796,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3787,jk292.12,jk292.12,jk292.12,
Oxovanadium(2+) sulfate,Inorg,1.04905,0.17100,Piperazine,Org,1.04948,0.09040,Selenium dioxide,Inorg,8.34280,0.92571,Water,Solv,511.40161,9.21305,?,?,?,?,30797," pH adjusting reagent used: Squaric acid (squH2), 0.1159g",Norquist Oxide Lab,False,False,False,Reaction_30797,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3788,jk294.1,jk294.1,jk294.1,
Oxovanadium(2+) sulfate,Inorg,1.06991,0.17440,Selenium dioxide,Inorg,10.20026,1.13181,Piperazine,Org,12.74467,1.09777,Water,Solv,502.79212,9.05795,?,?,?,?,30798," pH adjusting reagent used: Squaric acid (squH2), 0.1175g",Norquist Oxide Lab,False,False,False,Reaction_30798,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3789,jk294.2,jk294.2,jk294.2,
Piperazine,Org,1.00304,0.08640,Sodium metavanadate,Inorg,1.00632,0.12270,Selenium dioxide,Inorg,8.18418,0.90811,Water,Solv,503.87455,9.07745,?,?,?,?,30799," pH adjusting reagent used: Squaric acid (squH2), 0.123g",Norquist Oxide Lab,False,False,False,Reaction_30799,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3790,jk294.3,jk294.3,jk294.3,
Sodium metavanadate,Inorg,1.03749,0.12650,Piperazine,Org,1.05644,0.09100,Selenium dioxide,Inorg,10.22008,1.13401,Water,Solv,504.11324,9.08175,?,?,?,?,30800," pH adjusting reagent used: Squaric acid (squH2), 0.1212g",Norquist Oxide Lab,False,False,False,Reaction_30800,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3791,jk294.4,jk294.4,jk294.4,
Sodium metavanadate,Inorg,1.02519,0.12500,2-Methylpiperazine,Org,1.27090,0.12730,Selenium dioxide,Inorg,8.45185,0.93781,Water,Solv,502.77546,9.05765,?,?,?,?,30801," pH adjusting reagent used: Squaric acid (squH2), 0.1172g",Norquist Oxide Lab,False,False,False,Reaction_30801,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3792,jk294.5,jk294.5,jk294.5,
Sodium metavanadate,Inorg,1.02847,0.12540,2-Methylpiperazine,Org,1.16807,0.11700,Selenium dioxide,Inorg,10.91584,1.21121,Water,Solv,499.86123,9.00515,?,?,?,?,30802," pH adjusting reagent used: Squaric acid (squH2), 0.1224g",Norquist Oxide Lab,False,False,False,Reaction_30802,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3793,jk294.6,jk294.6,jk294.6,
Sodium metavanadate,Inorg,1.04569,0.12750,Piperazine,Org,1.13655,0.09790,Selenium dioxide,Inorg,10.02001,1.11181,Water,Solv,335.97558,6.05270,?,?,?,?,30803," pH adjusting reagent used: Squaric acid (squH2), 0.1183g",Norquist Oxide Lab,False,False,False,Reaction_30803,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3794,jk296.1,jk296.1,jk296.1,
Piperazine,Org,0.99956,0.08610,Sodium metavanadate,Inorg,1.02847,0.12540,Selenium dioxide,Inorg,12.41641,1.37771,Water,Solv,334.64890,6.02880,?,?,?,?,30804," pH adjusting reagent used: Squaric acid (squH2), 0.1138g",Norquist Oxide Lab,False,False,False,Reaction_30804,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3795,jk296.2,jk296.2,jk296.2,
Sodium metavanadate,Inorg,1.01288,0.12350,2-Methylpiperazine,Org,1.07123,0.10730,Selenium dioxide,Inorg,10.03983,1.11401,Water,Solv,333.44435,6.00710,?,?,?,?,30805," pH adjusting reagent used: Squaric acid (squH2), 0.1135g",Norquist Oxide Lab,False,False,False,Reaction_30805,cfalk,,,2016-05-02 20:54:47,,False,True,True,,3796,jk296.3,jk296.3,jk296.3,
